onet_soc_code,soc_code,occupation_title,occupation_description,a_median,tot_emp,median_wage_percentile,employment_percentile,labor_market_opportunity_score,interest_realistic,interest_investigative,interest_artistic,interest_social,interest_enterprising,interest_conventional,job_zone,education_expected_category,education_bachelors_or_higher_pct,essential_skill_active_learning_im,essential_skill_active_listening_im,essential_skill_critical_thinking_im,essential_skill_mathematics_im,essential_skill_reading_comprehension_im,essential_skill_science_im,essential_skill_speaking_im,essential_skill_writing_im,transferable_skill_complex_problem_solving_im,transferable_skill_coordination_im,transferable_skill_instructing_im,transferable_skill_judgment_and_decision_making_im,transferable_skill_management_of_financial_resources_im,transferable_skill_management_of_material_resources_im,transferable_skill_management_of_personnel_resources_im,transferable_skill_negotiation_im,transferable_skill_operation_and_control_im,transferable_skill_operations_analysis_im,transferable_skill_operations_monitoring_im,transferable_skill_persuasion_im,transferable_skill_programming_im,transferable_skill_quality_control_analysis_im,transferable_skill_repairing_im,transferable_skill_service_orientation_im,transferable_skill_social_perceptiveness_im,transferable_skill_systems_analysis_im,transferable_skill_systems_evaluation_im,transferable_skill_technology_design_im,transferable_skill_time_management_im,transferable_skill_troubleshooting_im
11-9161.00,11-9161,Emergency Management Directors,"Plan and direct disaster response or crisis management activities, provide disaster preparedness training, and prepare emergency plans and procedures for natural (e.g., hurricanes, floods, earthquakes), wartime, or technological (e.g., nuclear power plant emergencies or hazardous materials spills) disasters or hostage situations.",93330.0,13500.0,0.7384937238493724,0.2060353798126951,0.4722645518310338,3.53,4.49,1.82,4.01,5.07,4.69,4.0,5.954404559544045,81.82000000000001,3.75,4.0,4.0,3.0,4.0,1.88,4.12,4.0,4.12,4.0,3.75,4.0,2.62,2.75,3.5,3.38,1.75,3.12,2.12,3.62,1.5,2.25,1.0,4.25,4.0,3.62,3.5,1.5,3.75,1.5
11-9171.00,11-9171,Funeral Home Managers,"Plan, direct, or coordinate the services or resources of funeral homes. Includes activities such as determining prices for services or merchandise and managing the facilities of funeral homes.",78790.0,13910.0,0.6506276150627615,0.2164412070759625,0.4335344110693619,2.81,2.32,1.89,4.35,6.38,4.56,3.0,4.0245,6.49,2.88,3.88,3.5,2.62,3.62,1.5,3.5,3.12,3.25,3.38,3.0,3.5,2.62,2.62,3.5,3.12,2.0,1.38,2.12,3.12,1.5,2.12,1.0,4.0,3.88,2.5,2.5,1.62,3.62,1.75
11-9179.00,11-9179,"Personal Service Managers, All Other",All personal service managers not listed separately.,69770.0,10450.0,0.5449790794979079,0.1581685744016649,0.3515738269497864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-9179.01,11-9179,Fitness and Wellness Coordinators,"Manage or coordinate fitness and wellness programs and services. Manage and train staff of wellness specialists, health educators, or fitness instructors.",69770.0,10450.0,0.5449790794979079,0.1581685744016649,0.3515738269497864,3.21,2.69,2.14,5.58,5.42,3.65,4.0,6.807419258074192,92.31,3.38,3.75,3.62,2.12,3.62,1.75,3.88,3.5,3.12,3.75,3.38,3.25,2.75,2.88,3.5,3.0,1.62,2.0,1.75,3.0,1.38,2.25,1.12,3.75,3.75,3.12,3.12,2.0,3.12,1.75
11-9179.02,11-9179,Spa Managers,"Plan, direct, or coordinate activities of a spa facility. Coordinate programs, schedule and direct staff, and oversee financial activities.",69770.0,10450.0,0.5449790794979079,0.1581685744016649,0.3515738269497864,2.5,1.31,1.84,4.19,7.0,4.91,3.0,4.2203,20.99,3.5,3.75,3.88,2.75,3.38,1.12,4.0,3.12,3.38,4.0,3.5,3.75,3.12,3.0,3.88,3.25,2.0,1.62,2.62,3.75,1.5,2.5,1.0,3.88,3.88,3.38,3.25,1.88,3.75,2.0
11-9199.00,11-9199,"Managers, All Other",All managers not listed separately.,141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-9199.01,11-9199,Regulatory Affairs Managers,"Plan, direct, or coordinate production activities of an organization to ensure compliance with regulations and standard operating procedures.",141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,1.93,2.99,1.34,2.65,6.55,5.67,4.0,6.4348,95.65,3.5,4.0,3.88,2.38,4.12,2.38,4.0,4.25,3.75,3.5,3.25,3.75,2.12,2.0,3.0,3.0,1.0,2.75,1.88,3.0,1.88,1.25,1.0,2.88,3.25,3.75,3.75,1.62,3.62,1.0
11-9199.02,11-9199,Compliance Managers,"Plan, direct, or coordinate activities of an organization to ensure compliance with ethical or regulatory standards.",141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,1.92,2.98,1.0,3.1,5.93,6.3,4.0,5.653534646535347,77.76,3.75,3.88,4.0,2.12,4.0,1.38,3.88,3.88,3.25,3.75,3.38,3.5,1.88,1.88,2.62,3.12,1.5,1.75,2.0,3.62,1.75,2.12,1.0,3.0,3.5,3.25,3.12,1.75,3.12,1.25
11-9199.08,11-9199,Loss Prevention Managers,"Plan and direct policies, procedures, or systems to prevent the loss of assets. Determine risk exposure or potential liability, and develop risk control measures.",141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,3.43,3.62,1.0,2.85,5.62,5.85,4.0,4.954604539546046,59.1,3.75,4.0,3.88,2.75,4.0,1.0,4.0,3.75,3.88,3.62,3.88,3.88,2.25,2.25,3.62,3.5,2.0,2.25,2.62,3.75,1.62,2.5,1.0,3.62,3.62,3.75,3.75,1.75,3.88,2.0
11-9199.09,11-9199,Wind Energy Operations Managers,"Manage wind field operations, including personnel, maintenance activities, financial activities, and planning.",141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,4.16,3.04,1.0,2.34,6.47,5.24,3.0,4.7231,34.76,3.0,4.0,3.88,3.0,3.88,2.0,3.88,3.75,3.25,3.62,3.12,3.38,2.88,2.88,3.75,3.12,2.5,2.25,3.25,3.62,1.88,3.0,2.0,2.88,3.75,3.0,3.0,2.0,3.25,2.75
11-9199.10,11-9199,Wind Energy Development Managers,"Lead or manage the development and evaluation of potential wind energy business opportunities, including environmental studies, permitting, and proposals. May also manage construction of projects.",141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,3.44,3.86,1.66,2.38,6.71,4.82,4.0,6.088991100889912,81.74,3.38,3.75,4.0,3.0,3.88,1.75,3.88,3.88,3.38,3.62,2.88,3.62,3.12,3.0,3.38,3.38,1.88,2.0,2.12,3.25,1.75,2.38,1.12,2.88,3.5,3.0,3.0,1.75,3.38,2.0
11-9199.11,11-9199,Brownfield Redevelopment Specialists and Site Managers,Plan and direct cleanup and redevelopment of contaminated properties for reuse. Does not include properties sufficiently contaminated to qualify as Superfund sites.,141900.0,622190.0,0.9372384937238494,0.922996878251821,0.9301176859878352,4.49,4.31,1.46,2.03,4.54,4.69,4.0,6.409199999999999,100.0,3.25,3.88,4.0,3.62,4.0,3.0,4.0,3.88,4.12,4.0,3.0,4.0,3.12,2.88,2.88,3.5,2.0,3.0,2.62,3.12,1.62,2.75,1.0,2.88,3.25,3.38,3.62,1.75,3.38,1.5
13-1011.00,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes","Represent and promote artists, performers, and athletes in dealings with current or prospective employers. May handle contract negotiation and other business matters for clients.",82890.0,12620.0,0.6961297071129707,0.1914672216441207,0.4437984643785457,1.0,1.76,3.55,4.14,6.48,3.73,4.0,4.699,58.13,3.5,4.0,3.75,2.12,4.0,1.62,4.0,3.62,3.38,3.75,2.88,3.12,1.88,1.5,2.88,4.0,1.25,1.75,1.25,4.0,1.5,1.0,1.0,3.0,3.88,2.5,2.5,1.38,3.75,1.0
13-1021.00,13-1021,"Buyers and Purchasing Agents, Farm Products","Purchase farm products either for further processing or resale. Includes tree farm contractors, grain brokers and market operators, grain buyers, and tobacco buyers. May negotiate contracts.",,,,,,4.56,1.85,1.08,1.74,4.91,4.8,4.0,5.4675,76.83,3.12,3.75,3.88,3.0,3.38,1.62,3.88,3.12,3.25,3.12,2.5,3.38,2.75,2.88,3.0,3.38,1.88,1.88,2.25,3.38,1.5,2.25,1.12,3.0,3.12,3.0,2.62,1.75,3.12,1.62
13-1022.00,13-1022,"Wholesale and Retail Buyers, Except Farm Products","Buy merchandise or commodities, other than farm products, for resale to consumers at the wholesale or retail level, including both durable and nondurable goods. Analyze past buying trends, sales records, price, and quality of merchandise to determine value and yield. Select, order, and authorize payment for merchandise according to contractual agreements. May conduct meetings with sales personnel and introduce new products. May negotiate contracts. Includes assistant wholesale and retail buyers of nonfarm products.",,,,,,3.37,1.92,1.56,2.45,5.23,5.17,3.0,3.9402,35.84,3.38,3.75,3.75,3.12,3.25,1.75,3.75,3.0,3.25,3.12,3.0,3.38,3.25,2.88,2.75,4.0,1.38,2.12,1.75,3.75,1.75,2.25,1.0,3.12,3.25,2.62,3.0,1.62,3.0,1.0
13-1023.00,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products","Purchase machinery, equipment, tools, parts, supplies, or services necessary for the operation of an establishment. Purchase raw or semifinished materials for manufacturing. May negotiate contracts.",,,,,,3.5,1.82,1.19,1.93,5.09,5.65,4.0,5.4,75.0,3.88,4.0,3.88,3.0,4.12,1.12,4.0,4.0,4.0,3.0,3.25,3.88,3.75,3.25,3.12,4.25,1.0,2.5,2.0,3.75,1.5,2.38,1.0,3.12,3.25,2.88,3.0,1.75,3.25,1.62
13-1031.00,13-1031,"Claims Adjusters, Examiners, and Investigators",Review settled claims to determine that payments and settlements are made in accordance with company practices and procedures. Confer with legal counsel on claims requiring litigation. May also settle insurance claims.,78000.0,324230.0,0.6323221757322176,0.8355879292403746,0.7339550524862961,1.23,3.53,1.0,2.61,4.77,6.23,4.0,5.248224822482248,60.35,3.25,4.0,4.0,2.88,4.12,1.38,3.88,3.62,3.5,3.25,2.5,3.75,2.12,1.75,2.75,3.12,1.12,1.5,1.88,2.88,2.12,2.62,1.0,3.12,3.38,3.0,2.88,1.75,3.0,1.62
13-1032.00,13-1032,"Insurance Appraisers, Auto Damage",Appraise automobile or other vehicle damage to determine repair costs for insurance claim settlement. Prepare insurance forms to indicate repair cost or cost estimates and recommendations. May seek agreement with automotive repair shop on repair costs.,78240.0,11560.0,0.6370292887029289,0.1753381893860562,0.4061837390444925,5.17,3.04,1.16,1.64,3.54,5.44,3.0,3.4155,1.47,2.88,3.5,3.38,2.62,3.5,1.12,3.75,3.75,2.88,2.88,2.25,3.12,2.0,1.5,2.38,2.88,2.0,1.88,2.38,2.88,1.25,2.38,1.62,3.0,3.0,2.38,2.38,1.38,3.25,2.12
13-1041.00,13-1041,Compliance Officers,"Examine, evaluate, and investigate eligibility for or conformity with laws and regulations governing contract compliance of licenses and permits, and perform other compliance and enforcement inspection and analysis activities not classified elsewhere.",80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,2.51,3.07,1.0,2.97,4.08,6.33,4.0,,,3.0,3.75,3.5,2.12,4.0,1.0,3.88,3.75,3.25,3.12,2.88,3.62,1.88,1.88,2.75,3.12,1.88,1.25,2.12,3.25,1.62,2.12,1.0,3.12,3.5,2.75,2.62,1.38,3.25,1.62
13-1041.01,13-1041,Environmental Compliance Inspectors,"Inspect and investigate sources of pollution to protect the public and environment and ensure conformance with Federal, State, and local regulations and ordinances.",80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,4.57,4.77,1.05,2.35,3.21,5.84,4.0,5.45,75.0,3.75,3.88,4.0,3.0,4.0,3.0,3.88,3.88,3.75,3.0,3.0,3.38,1.62,1.62,2.62,2.88,2.62,2.5,3.38,2.75,1.62,3.25,1.0,2.88,3.25,3.25,3.38,1.75,3.0,2.0
13-1041.03,13-1041,Equal Opportunity Representatives and Officers,"Monitor and evaluate compliance with equal opportunity laws, guidelines, and policies to ensure that employment practices and contracting arrangements give equal opportunity without regard to race, religion, color, national origin, sex, age, or disability.",80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,1.23,3.01,1.73,4.24,5.37,5.21,4.0,6.1439,85.93,3.75,4.25,4.0,2.5,4.12,1.62,4.0,3.88,3.75,3.12,2.88,3.62,1.38,1.38,2.25,3.0,1.12,2.0,1.75,3.25,1.88,1.75,1.0,3.12,4.0,3.25,3.25,1.75,3.0,1.0
13-1041.04,13-1041,Government Property Inspectors and Investigators,Investigate or inspect government property to ensure compliance with contract agreements and government regulations.,80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,3.09,3.32,1.0,2.41,4.2,6.26,3.0,4.6826,39.34,3.5,4.12,4.0,2.88,4.0,1.88,4.0,4.0,3.5,3.38,3.12,4.0,2.0,2.12,2.75,3.0,2.38,1.75,3.0,3.0,1.75,3.12,1.0,3.12,3.38,3.25,3.38,1.62,3.12,1.75
13-1041.06,13-1041,Coroners,"Direct activities such as autopsies, pathological and toxicological analyses, and inquests relating to the investigation of deaths occurring within a legal jurisdiction to determine cause of death or to fix responsibility for accidental, violent, or unexplained deaths.",80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,4.04,4.94,1.5,3.1,4.09,4.86,3.0,5.45,60.0,3.38,3.88,4.12,2.62,4.0,3.25,4.12,3.62,3.38,3.75,3.0,3.5,1.62,1.88,2.5,2.62,2.0,1.5,2.0,2.62,1.5,2.12,1.0,3.12,3.62,2.62,2.25,1.5,3.12,1.5
13-1041.07,13-1041,Regulatory Affairs Specialists,"Coordinate and document internal regulatory processes, such as internal audits, inspections, license renewals, or registrations. May compile and prepare materials for submission to regulatory agencies.",80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,1.4,3.32,1.0,2.5,4.46,6.32,4.0,6.55,100.0,3.25,4.0,3.88,2.5,3.88,1.88,4.0,4.0,3.75,3.12,3.0,3.88,2.12,2.0,2.88,3.12,1.0,2.62,2.0,3.0,1.88,2.12,1.0,3.0,3.38,3.75,3.25,1.88,3.38,1.0
13-1041.08,13-1041,Customs Brokers,Prepare customs documentation and ensure that shipments meet all applicable laws to facilitate the import and export of goods. Determine and track duties and taxes payable and process payments on behalf of client. Sign documents under a power of attorney. Represent clients in meetings with customs officials and apply for duty refunds and tariff reclassifications. Coordinate transportation and storage of imported goods.,80730.0,417070.0,0.6715481171548117,0.8792924037460979,0.7754202604504548,2.37,1.53,1.0,2.17,5.02,6.13,3.0,3.25,20.0,3.25,4.0,3.75,3.0,3.88,1.0,3.75,3.75,3.75,3.0,3.0,3.25,2.25,2.5,3.0,3.0,1.0,1.62,1.88,2.88,1.88,1.25,1.0,3.25,3.0,3.0,2.88,1.75,3.25,1.0
13-1051.00,13-1051,Cost Estimators,"Prepare cost estimates for product manufacturing, construction projects, or services to aid management in bidding on or determining price of product or service. May specialize according to particular service performed or type of product manufactured.",78740.0,224220.0,0.6464435146443515,0.7898022892819979,0.7181229019631747,3.01,3.18,1.12,1.66,4.65,6.44,4.0,5.818118188181183,86.36999999999999,3.25,3.75,3.75,4.0,4.0,1.38,3.88,3.5,3.38,3.12,2.75,3.62,3.12,2.75,2.5,3.0,1.0,2.5,1.5,3.0,1.5,1.38,1.0,2.75,3.12,3.0,3.0,1.5,3.0,1.0
13-1071.00,13-1071,Human Resources Specialists,"Recruit, screen, interview, or place individuals within an organization. May perform other activities in multiple human resources areas.",75940.0,912430.0,0.600418410041841,0.95525494276795,0.7778366764048956,1.03,2.52,1.35,3.78,5.67,5.52,4.0,5.767,73.19,3.25,4.0,3.88,2.0,4.0,1.12,4.12,3.88,3.12,3.0,3.12,3.25,1.88,1.88,2.88,3.0,1.12,1.25,1.5,2.88,1.62,1.75,1.0,3.38,3.38,2.88,2.38,1.75,3.0,1.0
13-1074.00,13-1074,Farm Labor Contractors,"Recruit and hire seasonal or temporary agricultural laborers. May transport, house, and provide meals for workers.",58460.0,310.0,0.401673640167364,0.0041623309053069,0.2029179855363355,4.85,1.54,1.0,3.24,4.99,4.39,2.0,1.710628937106289,0.14,2.38,3.38,3.0,2.12,2.75,1.25,3.5,2.75,2.75,3.0,2.62,3.0,1.88,1.88,3.25,2.75,2.5,1.25,2.38,2.62,1.38,1.75,1.0,2.62,3.0,2.12,1.88,1.0,3.12,1.75
13-1075.00,13-1075,Labor Relations Specialists,"Resolve disputes between workers and managers, negotiate collective bargaining agreements, or coordinate grievance procedures to handle employee complaints.",95420.0,64810.0,0.7489539748953975,0.5442247658688866,0.646589370382142,1.31,3.1,1.71,3.72,5.65,4.61,4.0,6.047614284285285,66.64999999999999,3.5,4.38,4.0,2.38,4.0,1.0,4.25,4.0,3.62,3.38,3.0,3.62,2.0,1.75,2.88,4.12,1.12,1.75,1.5,3.88,1.25,1.12,1.0,3.38,3.75,3.12,3.12,1.38,3.38,1.0
13-1081.00,13-1081,Logisticians,"Analyze and coordinate the ongoing logistical functions of a firm or organization. Responsible for the entire life cycle of a product, including acquisition, distribution, internal allocation, delivery, and final disposal of resources.",82320.0,251040.0,0.6935146443514645,0.8054110301768991,0.7494628372641818,2.35,3.81,1.1,2.33,5.02,5.44,4.0,5.25022502250225,75.0,3.5,3.88,4.0,3.0,3.88,1.75,3.88,3.38,3.75,3.88,3.12,3.62,2.62,2.88,3.25,3.25,1.12,3.12,2.0,3.25,1.88,2.25,1.0,3.25,3.62,3.5,3.25,1.75,3.38,1.0
13-1081.01,13-1081,Logistics Engineers,"Design or analyze operational solutions for projects such as transportation optimization, network modeling, process and methods analysis, cost containment, capacity enhancement, routing and shipment optimization, or information management.",82320.0,251040.0,0.6935146443514645,0.8054110301768991,0.7494628372641818,4.02,5.22,1.07,1.31,3.76,5.67,4.0,6.260973902609739,86.96,4.0,4.0,3.88,4.0,4.0,2.62,3.88,4.12,4.12,3.25,3.0,4.0,3.0,2.75,3.0,2.88,1.75,3.75,2.5,3.0,2.75,2.75,1.12,3.0,3.0,4.62,4.12,2.62,3.88,2.12
13-1081.02,13-1081,Logistics Analysts,"Analyze product delivery or supply chain processes to identify or recommend changes. May manage route activity including invoicing, electronic bills, and shipment tracing.",82320.0,251040.0,0.6935146443514645,0.8054110301768991,0.7494628372641818,2.88,4.04,1.0,1.52,4.47,6.79,4.0,5.909218156368727,72.74,3.12,3.88,4.0,3.0,4.0,1.75,3.75,3.38,3.88,3.0,2.88,3.62,2.5,2.62,3.0,2.88,1.0,2.12,2.12,2.88,2.0,2.25,1.0,3.0,3.0,3.75,3.75,1.88,3.25,1.5
13-1082.00,13-1082,Project Management Specialists,"Analyze and coordinate the schedule, timeline, procurement, staffing, and budget of a product or service on a per project basis. Lead and guide the work of technical staff. May serve as a point of contact for the client or customer.",102320.0,1066670.0,0.803347280334728,0.9604578563995838,0.881902568367156,1.48,2.75,1.57,3.32,6.3,5.55,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-1111.00,13-1111,Management Analysts,"Conduct organizational studies and evaluations, design systems and procedures, conduct work simplification and measurement studies, and prepare operations and procedures manuals to assist management in operating more efficiently and effectively. Includes program analysts and management consultants.",101860.0,898280.0,0.7960251046025104,0.951092611862643,0.8735588582325767,1.37,5.44,1.63,2.82,4.81,6.05,4.0,6.381038103810381,90.47,3.25,4.12,4.12,3.0,4.12,1.88,4.0,4.0,4.0,3.88,3.25,4.0,2.25,2.25,3.0,3.12,1.38,3.0,1.75,3.5,1.88,1.75,1.0,3.25,3.88,3.75,3.88,2.12,3.25,1.25
13-1121.00,13-1121,"Meeting, Convention, and Event Planners","Coordinate activities of staff, convention personnel, or clients to make arrangements for group meetings, events, or conventions.",61160.0,142860.0,0.4393305439330544,0.696149843912591,0.5677401939228227,1.0,1.56,2.49,4.56,7.0,4.96,4.0,4.6675,40.8,3.38,4.0,3.88,2.5,4.0,1.25,4.0,3.5,3.62,3.88,3.0,3.62,3.0,2.88,3.25,3.38,2.0,2.75,2.0,3.5,1.38,2.25,1.75,3.88,3.88,3.25,3.12,1.75,3.75,1.75
13-1131.00,13-1131,Fundraisers,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.",72550.0,111040.0,0.5638075313807531,0.6534859521331946,0.6086467417569739,1.0,2.02,3.22,4.23,6.03,4.07,4.0,6.142799999999999,100.0,3.25,4.0,3.88,3.0,4.0,1.38,4.12,4.0,3.25,3.75,3.0,3.38,3.0,2.12,2.75,3.88,1.62,2.0,1.62,4.0,1.5,1.5,1.0,3.5,3.62,3.12,3.12,1.75,3.0,1.0
13-1141.00,13-1141,"Compensation, Benefits, and Job Analysis Specialists","Conduct programs of compensation and benefits and job analysis for employer. May specialize in specific areas, such as position classification and pension programs.",78210.0,112380.0,0.6359832635983264,0.6555671175858481,0.6457751905920872,1.29,3.42,1.41,3.64,5.38,5.8,4.0,5.904790479047905,95.23,3.38,3.88,3.75,3.12,3.88,1.88,3.88,3.38,3.12,3.0,2.88,3.12,2.0,1.75,2.88,3.0,1.0,2.5,1.5,3.0,1.62,1.38,1.0,3.0,3.0,3.12,3.12,1.5,3.0,1.0
13-1151.00,13-1151,Training and Development Specialists,Design or conduct work-related training and development programs to improve individual skills or organizational performance. May analyze organizational training needs or evaluate training effectiveness.,69280.0,458300.0,0.5397489539748954,0.8980228928199792,0.7188859233974373,2.03,4.03,3.19,5.64,3.68,3.76,4.0,5.478052194780523,78.26,3.88,4.0,3.88,2.38,3.88,1.62,4.38,3.88,3.25,3.75,4.38,3.88,2.25,2.25,3.12,3.12,1.12,3.12,2.0,3.12,1.5,1.88,1.0,3.62,4.0,3.12,3.38,1.88,3.62,1.0
13-1161.00,13-1161,Market Research Analysts and Marketing Specialists,"Research conditions in local, regional, national, or online markets. Gather information to determine potential sales of a product or service, or plan a marketing or advertising campaign. May gather information on competitors, prices, sales, and methods of marketing and distribution. May employ search marketing tactics, analyze web metrics, and develop recommendations to increase search engine ranking and visibility to target markets.",78760.0,899580.0,0.6485355648535565,0.9526534859521332,0.8005945254028448,1.08,4.6,2.56,2.47,5.52,4.62,4.0,6.8261,100.0,3.5,3.88,4.0,3.25,4.0,2.25,3.88,4.0,3.88,3.0,2.75,3.62,1.75,1.75,2.75,2.62,1.0,2.88,1.88,3.12,2.12,1.62,1.0,2.88,3.12,3.12,3.12,1.62,3.0,1.0
